FW_SECRET_KEY not set — using file key at PROJECT_ROOT/.context/working/.fw-secret-key. Set FW_SECRET_KEY for production deployment.
Werkzeug appears to be used in a production deployment. Consider switching to a production web server instead.
Watchtower running at http://0.0.0.0:3000
  Project root: /opt/999-Agentic-Engineering-Framework
  Framework:    /opt/999-Agentic-Engineering-Framework

 * Serving Flask app 'app'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:3000
 * Running on http://192.168.10.107:3000
Press CTRL+C to quit
192.168.10.107 - - [19/Aug/2026 22:06:55] "GET /config HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:45] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:46] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:46] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:46] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:47] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:47] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:47] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:49] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:49] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:49] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:50] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:50] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:50] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:51] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:51] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:51] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:52] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:52] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:53] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:54] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:54] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:54] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:55] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:10:55] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:10:55] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:11:06] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:11:06] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:11:06] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:11:07] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:11:07] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:11:07] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:11:20] "GET /approvals HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:12:57] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:12:57] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:12:57] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:12:58] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:12:58] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:12:58] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:12:59] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:12:59] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:12:59] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:01] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:01] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:01] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:02] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:02] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:02] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:03] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:03] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:03] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:04] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:04] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:04] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:05] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:05] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:06] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:06] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:07] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:07] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:08] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:08] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:08] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:10] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:10] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:10] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:11] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:11] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:11] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:12] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:12] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:12] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:13] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:13] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:13] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:15] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:15] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:15] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:16] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:16] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:16] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:19] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:19] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:19] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:20] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:20] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:20] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:34] "GET /approvals HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:53] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:53] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:53] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:55] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:55] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:55] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:56] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:56] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:56] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:58] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:58] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:58] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:59] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:13:59] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:13:59] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:00] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:00] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:00] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:01] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:01] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:01] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:02] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:02] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:02] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:03] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:03] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:03] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:05] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:05] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:05] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:06] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:06] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:06] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:08] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:08] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:08] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:09] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:09] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:09] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:10] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:10] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:10] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:12] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:12] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:12] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:13] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:13] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:13] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:15] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:15] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:15] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:16] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:14:16] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:16] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:30] "GET /approvals HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:32] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:32] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:14:33] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:29:16] "GET / HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:47:22] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:47:23] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:47:24] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:30] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:31] "GET /approvals HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:32] "GET /approvals/content HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:33] "GET /arcs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:33] "GET /assumptions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:33] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:47:33] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:37] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:47:37] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:38] "GET /cockpit/activity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:39] "GET /config HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:39] "GET /costs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:45] "GET /decisions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:46] "GET /designer HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:47] "GET /designer/app HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:47] "GET /designer/ghosts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:47] "GET /designer/overlay HTTP/1.1" 404 -
127.0.0.1 - - [20/Aug/2026 00:47:49] "GET /directives HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:47:51] "GET /discoveries HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:48:00] "GET /cron HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:48:00] "GET /docs/generated HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:48:04] "GET /bvp HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:48:06] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:48:06] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:48:41] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:48:41] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 00:57:05] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 00:57:05] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:14:22] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:14:22] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:16:32] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:16:32] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:16:33] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:26:29] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:26:29] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:26:38] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:26:38] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:27:39] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:27:39] "GET /api/_identity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:28:20] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:28:20] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:31:02] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:31:03] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:31:03] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:11] "GET /approvals HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:13] "GET /approvals/content HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:14] "GET /arcs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:14] "GET /assumptions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:15] "GET /bvp HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:15] "GET /cockpit/activity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:15] "GET /config HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:15] "GET /costs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:22] "GET /decisions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:22] "GET /designer HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:22] "GET /designer/app HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:23] "GET /designer/ghosts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:23] "GET /designer/overlay HTTP/1.1" 404 -
127.0.0.1 - - [20/Aug/2026 01:31:24] "GET /directives HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:26] "GET /discoveries HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:28] "GET /cron HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:30] "GET /docs/generated HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:30] "GET /embeddings HTTP/1.1" 200 -
Failed to parse bypass log /opt/999-Agentic-Engineering-Framework/.context/bypass-log.yaml: '<' not supported between instances of 'datetime.datetime' and 'str'
127.0.0.1 - - [20/Aug/2026 01:31:30] "GET /enforcement HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:30] "GET /escalation-drift HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:32] "GET /fabric HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:33] "GET /fabric/graph HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:36] "GET /fleet HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:36] "GET /gaps HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:38] "GET /graduation HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:38] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:39] "GET /hooks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:42] "GET /inception HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:43] "GET /learnings HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:47] "GET /metrics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:47] "GET /orchestrator HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:47] "GET /orchestrator/parallel HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:47] "GET /patterns HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:47] "GET /pending HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:48] "GET /project HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:48] "GET /prompts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:48] "GET /quality HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:48] "GET /reviewer/audit HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:51] "GET /reviewer/overrides HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:51] "GET /risks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:56] "GET /search/conversations HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:57] "GET /search/feedback/analytics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:57] "GET /search/load-conversation HTTP/1.1" 400 -
127.0.0.1 - - [20/Aug/2026 01:31:57] "GET /sessions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:58] "GET /settings/ HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:59] "GET /settings/appearance HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:31:59] "GET /settings/models HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:32:04] "GET /terminal HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:32:17] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:32:26] "GET /tasks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:32:29] "GET /timeline HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:37:10] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:37:11] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:37:11] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:19] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:19] "GET /approvals HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:20] "GET /approvals/content HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:21] "GET /arcs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:22] "GET /assumptions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:23] "GET /bvp HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:23] "GET /cockpit/activity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:23] "GET /config HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:23] "GET /costs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:29] "GET /decisions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:30] "GET /designer HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:30] "GET /designer/app HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:30] "GET /designer/ghosts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:30] "GET /designer/overlay HTTP/1.1" 404 -
127.0.0.1 - - [20/Aug/2026 01:37:32] "GET /directives HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:33] "GET /discoveries HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:35] "GET /cron HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:37] "GET /docs/generated HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:37] "GET /embeddings HTTP/1.1" 200 -
Failed to parse bypass log /opt/999-Agentic-Engineering-Framework/.context/bypass-log.yaml: '<' not supported between instances of 'datetime.datetime' and 'str'
127.0.0.1 - - [20/Aug/2026 01:37:37] "GET /enforcement HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:37] "GET /escalation-drift HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:37] "GET /fabric HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:38] "GET /fabric/graph HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:41] "GET /fleet HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:41] "GET /gaps HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:43] "GET /graduation HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:43] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:44] "GET /hooks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:47] "GET /inception HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:48] "GET /learnings HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:52] "GET /metrics HTTP/1.1" 200 -
